"time";"SPY"
"240";"2011-2-3";0.00592353257942905
"241";"2011-2-10";0.0120067298868157
"242";"2011-2-17";0.0142824756291089
"243";"2011-2-25";-0.014155863507674
"244";"2011-3-4";0.00113361547763003
"245";"2011-3-11";-0.0123046727560957
"246";"2011-3-18";-0.023540201773158
"247";"2011-3-25";0.0276299311208515
"248";"2011-4-1";0.0141671109757027
"249";"2011-4-8";-0.00217799474277125
"250";"2011-4-15";-0.00556977269306043
"251";"2011-4-25";0.0113533151680291
"252";"2011-5-2";0.0196826822331986
"253";"2011-5-9";-0.0112293577981651
"254";"2011-5-16";-0.0113568883610451
"255";"2011-5-23";-0.00863428185299201
"256";"2011-5-31";0.0215843683732202
"257";"2011-6-7";-0.0447772258877603
"258";"2011-6-14";0.00364765230888629
"259";"2011-6-21";0.000773275595422165
"260";"2011-6-28";0.00146808839437511
"261";"2011-7-6";0.0334079160558598
"262";"2011-7-13";-0.0156040017918471
"263";"2011-7-20";0.00606750094804711
"264";"2011-7-27";-0.0154542027892952
"265";"2011-8-3";-0.033614088820827
"266";"2011-8-10";-0.10981697171381
"267";"2011-8-17";0.0651535380507344
"268";"2011-8-24";-0.0128687223197126
"269";"2011-8-31";0.0332684330821976
"270";"2011-9-8";-0.0249057840406358
"271";"2011-9-15";0.020584775667955
"272";"2011-9-22";-0.0713756483082243
"273";"2011-9-29";0.0285460992907801
"274";"2011-10-6";0.00422340975693854
"275";"2011-10-13";0.0339884988413011
"276";"2011-10-20";0.0101270025732547
"277";"2011-10-27";0.0471690360752733
"278";"2011-11-3";-0.0093384603311623
"279";"2011-11-10";-0.0152091254752852
"280";"2011-11-17";-0.0172136422136421
"281";"2011-11-25";-0.048944180716975
"282";"2011-12-2";0.0745266781411359
"283";"2011-12-9";0.00937049495434888
"284";"2011-12-16";-0.0353883995873999
"285";"2011-12-23";0.0396479394587481
"286";"2012-1-3";0.0087032201914708
"287";"2012-1-10";0.0128637540199231
"288";"2012-1-18";0.0129327034771162
"289";"2012-1-25";0.013532110091743
"290";"2012-2-1";-0.000754318473259367
"291";"2012-2-9";0.0216652827055183
"292";"2012-2-16";0.00517215900694539
"293";"2012-2-24";0.00654219347250819
"294";"2012-3-2";0.00284817059811573
"295";"2012-3-9";0.0018205651034081
"296";"2012-3-16";0.0196263720287855
"297";"2012-3-23";-0.00413488272617104
"298";"2012-3-30";0.00737346982604339
"299";"2012-4-9";-0.0176947129050598
"300";"2012-4-16";-0.00940461549591249
"301";"2012-4-23";-0.00102242021470835
"302";"2012-4-30";0.0217852182177061
"303";"2012-5-7";-0.0191028117621808
"304";"2012-5-14";-0.0216630196936543
"305";"2012-5-21";-0.0157310072317899
"306";"2012-5-29";0.0127253446447506
"307";"2012-6-5";-0.0349289454001495
"308";"2012-6-12";0.0308455397969464
"309";"2012-6-19";0.0201488609878957
"310";"2012-6-26";-0.0271943400397966
"311";"2012-7-3";0.0414393939393939
"312";"2012-7-11";-0.0240779806503237
"313";"2012-7-18";0.0242248062015504
"314";"2012-7-25";-0.0251801178953497
"315";"2012-8-1";0.0271743187756627
"316";"2012-8-8";0.0210771131622938
"317";"2012-8-15";0.00327425439533048
"318";"2012-8-22";0.00617240156083721
"319";"2012-8-29";-0.00218586941193063
"320";"2012-9-6";0.0160412691682567
"321";"2012-9-13";0.0203088051189316
"322";"2012-9-20";0.000340831629175265
"323";"2012-9-27";-0.0138330494037479
"324";"2012-10-4";0.0107103372028746
"325";"2012-10-11";-0.019894715252615
"326";"2012-10-18";0.0174386160714286
"327";"2012-10-25";-0.0303715891951187
"328";"2012-11-5";0.00332319875556812
"329";"2012-11-12";-0.0257928118393234
"330";"2012-11-19";0.0065827546296296
"331";"2012-11-27";0.00848005749191525
"332";"2012-12-4";0.00655597520131111
"333";"2012-12-11";0.015504424778761
"334";"2012-12-18";0.0134551031790296
"335";"2012-12-26";-0.0249019742725459
"336";"2013-1-3";0.0280776014109347
"337";"2013-1-10";0.00926370685514323
"338";"2013-1-17";0.00625509926570565
"339";"2013-1-25";0.0152027027027027
"340";"2013-2-1";0.00658901830282868
"341";"2013-2-8";0.00370272414705106
"342";"2013-2-15";0.00204216073781293
"343";"2013-2-25";-0.0204457300637697
